"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Like our amazing partners, we're just getting started. If you'd like to join our team, sign up here: https://t.co/8vbxiBzd0F",FALSE,939,"HillaryClinton",2018-11-09 16:00:17,FALSE,"1060925047328645120","1060925048087896066","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",235,FALSE,FALSE,NA,NA
"Thank you all for your service to your country. Take a well-deserved rest, and then let's keep going.",FALSE,1326,"HillaryClinton",2018-11-09 16:00:16,FALSE,"1060925046556934145","1060925047328645120","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",224,FALSE,FALSE,NA,NA
".@alliance4youth, @IndivisibleTeam, and @swingleft set about organizing locally to mobilize young people and win ba… https://t.co/BXiaRXVNKL",FALSE,684,"HillaryClinton",2018-11-09 16:00:16,TRUE,"1060925045684531203","1060925046556934145","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",144,FALSE,FALSE,NA,NA
".@iVoteFund has defended democracy itself, fighting hard against voter suppression and for secretaries of state and… https://t.co/E71uioqrlm",FALSE,390,"HillaryClinton",2018-11-09 16:00:16,TRUE,"1060925044711399424","1060925045684531203","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",123,FALSE,FALSE,NA,NA
".@ColorOfChange and @DomesticWorkers have spent the last two years waging campaigns to defend civil rights against… https://t.co/Ao4qYHba4L",FALSE,343,"HillaryClinton",2018-11-09 16:00:16,TRUE,"1060925043042107392","1060925044711399424","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",100,FALSE,FALSE,NA,NA
".@LatinoVictoryUS and @VotoLatino have worked to mobilize Latino voters and elect progressive Latino candidates, se… https://t.co/quuFV8iQv5",FALSE,378,"HillaryClinton",2018-11-09 16:00:15,TRUE,"1060925042098364417","1060925043042107392","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",110,FALSE,FALSE,NA,NA
".@arenasummit, @CollectivePAC, @EmergeAmerica, and @runforsomething have collectively recruited, trained, and suppo… https://t.co/TU051UXNoa",FALSE,421,"HillaryClinton",2018-11-09 16:00:15,TRUE,"1060925041154633729","1060925042098364417","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",124,FALSE,FALSE,NA,NA
"These organizations are recruiting a new Democratic bench, defending rights, and organizing locally to fight for pr… https://t.co/wkE4n9OBlz",FALSE,489,"HillaryClinton",2018-11-09 16:00:15,TRUE,"1060925039933968384","1060925041154633729","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",150,FALSE,FALSE,NA,NA
"Thanks and congratulations to all our @OnwardTogether partners for two years of hard work that paid off in a big way this week.",FALSE,3182,NA,2018-11-09 16:00:15,FALSE,NA,"1060925039933968384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",645,FALSE,FALSE,NA,NA
"Georgians, spread the word: The deadline is 5pm today for people who voted with paper ballots to make sure their vo… https://t.co/5vUinbEkRL",FALSE,26424,NA,2018-11-09 14:57:51,TRUE,NA,"1060909337600770048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",14813,FALSE,FALSE,NA,NA
"RT @marceelias: URGENT: Democrats--please share. https://t.co/55AZx2HFQD",FALSE,0,NA,2018-11-08 19:36:43,FALSE,NA,"1060617127617617923",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",7357,TRUE,FALSE,NA,NA
"Georgia voters: If you voted with a provisional ballot on Tuesday, make sure your ballot will be counted as votes c… https://t.co/qWOlnCRXYp",FALSE,24823,NA,2018-11-08 14:34:56,TRUE,NA,"1060541183632572416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",11365,FALSE,FALSE,NA,NA
"Congratulations to Lucy McBath for winning her race for Georgia's sixth congressional district. Lucy entered public… https://t.co/owPxiUqhHB",FALSE,79441,NA,2018-11-08 14:24:35,TRUE,NA,"1060538579389202432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",11555,FALSE,FALSE,NA,NA
"RT @LucyWins2018: I have the lead - but this race is far from over. We are locked into a recount in a battle for #GA06. 

I NEED your suppo…",FALSE,0,NA,2018-11-07 19:06:21,FALSE,NA,"1060247098979954688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HillaryClinton",4081,TRUE,FALSE,NA,NA
"Our work is far from over. As we celebrate our wins, let's be clear about what's ahead. 

This is a crucial step in… https://t.co/vrzxzY4klt",FALSE,12747,"HillaryClinton",2018-11-07 17:25:40,TRUE,"1060221759432126470","1060221760166154241","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",2372,FALSE,FALSE,NA,NA
"Win or lose, what you've built will continue long after last night.",FALSE,9084,"HillaryClinton",2018-11-07 17:25:40,FALSE,"1060221758656208896","1060221759432126470","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",1089,FALSE,FALSE,NA,NA
"None of these victories would have been possible if people had simply given up after the heartbreak of 2016. They b… https://t.co/CZGgJw4hKd",FALSE,3985,"HillaryClinton",2018-11-07 17:25:39,TRUE,"1060221757431398400","1060221758656208896","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",896,FALSE,FALSE,NA,NA
"There were important wins for rights, too, including Floridians voting to restore the voting rights of 1 million of… https://t.co/JrF45FAa1S",FALSE,2455,"HillaryClinton",2018-11-07 17:25:39,TRUE,"1060221756676415494","1060221757431398400","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",529,FALSE,FALSE,NA,NA
"These historic firsts are important not just because representation matters (and it does), but because these extrao… https://t.co/qo6Ix6Fbfj",FALSE,2603,"HillaryClinton",2018-11-07 17:25:39,TRUE,"1060221755862724608","1060221756676415494","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",629,FALSE,FALSE,NA,NA
"The inspiring Lucy McBath became an activist for common-sense gun reform after her son, Jordan, was shot and killed… https://t.co/imCgzF4z2v",FALSE,2887,"HillaryClinton",2018-11-07 17:25:39,TRUE,"1060221755078402052","1060221755862724608","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",620,FALSE,FALSE,NA,NA
"Janet Mills will be the first woman governor of Maine. Cindy Axne and Abby Finkenauer will be the first women to re… https://t.co/0STWve918K",FALSE,2651,"HillaryClinton",2018-11-07 17:25:39,TRUE,"1060221754289872902","1060221755078402052","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",584,FALSE,FALSE,NA,NA
"Ayanna Pressley and Jahana Hayes will be the first black women to represent Massachusetts and Connecticut in Congre… https://t.co/r9tcWnm0DL",FALSE,3047,"HillaryClinton",2018-11-07 17:25:38,TRUE,"1060221753480351744","1060221754289872902","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",660,FALSE,FALSE,NA,NA
"Sharice Davids and Deb Haaland will be the first Native American women to ever serve in Congress. Rashida Tlaib and… https://t.co/nyRquKU9yb",FALSE,2778,"HillaryClinton",2018-11-07 17:25:38,TRUE,"1060221752469569538","1060221753480351744","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",615,FALSE,FALSE,NA,NA
"It was a historic night in so many ways: For the first time ever, over 100 women were elected to Congress—including… https://t.co/3j97aAjy7A",FALSE,3865,"HillaryClinton",2018-11-07 17:25:38,TRUE,"1060221751525814272","1060221752469569538","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",884,FALSE,FALSE,NA,NA
"Congratulations to all the voters, volunteers, organizers, and candidates who voted last night to put a powerful ch… https://t.co/xWNfuwy2yg",FALSE,43919,NA,2018-11-07 17:25:38,TRUE,NA,"1060221751525814272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",6312,FALSE,FALSE,NA,NA
"RT @staceyabrams: 🚨 FULTON COUNTY POLL EXTENSIONS. GO VOTE NOW! #gapol 

Pittman Park Rec Center NOW OPEN UNTIL 9 PM
(Forbes Arena) Morehou…",FALSE,0,NA,2018-11-07 01:10:13,FALSE,NA,"1059976280689594368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",6382,TRUE,FALSE,NA,NA
"RT @staceyabrams: BREAKING: Poll hours have been extended in Gwinnett County! 🚨

Annistown Elementary School NOW OPEN UNTIL 9:25pm
Anderson…",FALSE,0,NA,2018-11-07 00:55:36,FALSE,NA,"1059972602410737665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",30026,TRUE,FALSE,NA,NA
"Remember, Georgia: If you’re in line when the polls close at 7pm, you can still cast a ballot—so stay in line and v… https://t.co/sCZpatFxxQ",FALSE,78480,NA,2018-11-06 23:57:30,TRUE,NA,"1059957980051972096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",15613,FALSE,FALSE,NA,NA
"For voters in Georgia and elsewhere who are waiting in long lines to vote: You have the right to vote as long as yo… https://t.co/F8t4v8Agx5",FALSE,25710,NA,2018-11-06 23:24:58,TRUE,NA,"1059949794595082241",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",9294,FALSE,FALSE,NA,NA
"RT @domesticworkers: Domestic workers know how to care for others. 
Today we need to support one another and make sure everyone gets out to…",FALSE,0,NA,2018-11-06 21:27:37,FALSE,NA,"1059920262462873601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",230,TRUE,FALSE,NA,NA
"RT @iVoteFund: Go out and vote today! Find your polling location: https://t.co/zuOAaEIZxq https://t.co/qp4wnoblTJ",FALSE,0,NA,2018-11-06 21:27:32,FALSE,NA,"1059920240925179904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",153,TRUE,FALSE,NA,NA
"RT @WeDemandJustice: There’s too much at stake today to sit this one out. Make sure you vote! #ElectionDay https://t.co/kjoqOuWvsX",FALSE,0,NA,2018-11-06 21:19:32,FALSE,NA,"1059918228540014596",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",233,TRUE,FALSE,NA,NA
"RT @EmergeAmerica: .@EmergeTN alum @Evetty4TheFirst is running for a seat on the Knox County School Board because she wants students to fee…",FALSE,0,NA,2018-11-06 21:19:24,FALSE,NA,"1059918195933483008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",125,TRUE,FALSE,NA,NA
"RT @runforsomething: TODAY IS ELECTION DAY 🇺🇸! We have 420 amazing candidates on ballots across the country today that need us to show up a…",FALSE,0,NA,2018-11-06 21:02:51,FALSE,NA,"1059914030536646657",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",331,TRUE,FALSE,NA,NA
"RT @arenasummit: “Women veterans, especially combat veterans, have already worked for decades in male dominated fields…so it’s not easy to…",FALSE,0,NA,2018-11-06 21:02:38,FALSE,NA,"1059913976358809608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",261,TRUE,FALSE,NA,NA
"RT @CollectivePAC: Having black women voices at the table doesn’t just help black women. It helps change the conversation for the better. W…",FALSE,0,NA,2018-11-06 21:02:24,FALSE,NA,"1059913914346098694",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",416,TRUE,FALSE,NA,NA
"RT @IndivisibleTeam: TODAY IS ELECTION DAY. Have you made your plan to vote yet? Text MYVOTE to 97779 and we'll help you find your polling…",FALSE,0,NA,2018-11-06 17:35:26,FALSE,NA,"1059861830229725186",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",386,TRUE,FALSE,NA,NA
"RT @swingleft: Need something to do with all that nervous #ElectionDay energy? We'll be dialing for democracy all day straight from our web…",FALSE,0,NA,2018-11-06 17:34:14,FALSE,NA,"1059861530227994630",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",418,TRUE,FALSE,NA,NA
"RT @ColorOfChange: This #ElectionDay, we're fighting for: 

-The rights of marginalized communities
-Criminal justice reform
-Immigrant rig…",FALSE,0,NA,2018-11-06 17:34:01,FALSE,NA,"1059861476142432256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",474,TRUE,FALSE,NA,NA
"RT @votolatino: Need a ride to the polls this #ElectionDay ?! 🚙

We've partnered with @lyft and  @JohnnieWalkerUS to give out FREE rides in…",FALSE,0,NA,2018-11-06 17:33:49,FALSE,NA,"1059861422534995970",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",423,TRUE,FALSE,NA,NA
"Voting should be easy. If it isn't, call the Election Protection hotline at 866-OUR-VOTE with any questions. https://t.co/LFyaclyrz2",FALSE,29421,NA,2018-11-06 15:31:48,FALSE,NA,"1059830716513554432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",11244,FALSE,FALSE,NA,NA
"RT @alliance4youth: Our time is now and we choose us. Vote. #ElectionDay https://t.co/4BiT5Wyj5D",FALSE,0,NA,2018-11-06 14:18:32,FALSE,NA,"1059812280349720579",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",490,TRUE,FALSE,NA,NA
"If they win, they’ll do great things for America. Let's exercise our birthright as Americans today, put those peopl… https://t.co/FEnyqS5Qrp",FALSE,15583,"HillaryClinton",2018-11-06 14:02:53,TRUE,"1059808079632654336","1059808339691999232","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",2752,FALSE,FALSE,NA,NA
"But we won't just vote against radicalism, bigotry, and corruption today. 

We'll vote for fantastic candidates all… https://t.co/LIe5eeQsYh",FALSE,16847,"HillaryClinton",2018-11-06 14:01:51,TRUE,"1059808007868088321","1059808079632654336","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3375,FALSE,FALSE,NA,NA
"For the past two years, we've watched this administration attack and undermine our democratic institutions and values. Today, we say enough.",FALSE,98420,NA,2018-11-06 14:01:34,FALSE,NA,"1059808007868088321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",18693,FALSE,FALSE,NA,NA
"Polls are open. Confirm where you'll vote: https://t.co/KQEtrUZNDk",FALSE,11244,NA,2018-11-06 13:50:23,FALSE,NA,"1059805196547710976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",2842,FALSE,FALSE,NA,NA
"Need to confirm where you'll vote? https://t.co/tTgeqxNqYm has you covered. https://t.co/KQEtrUZNDk",FALSE,12620,NA,2018-11-05 19:17:38,FALSE,NA,"1059525161102254081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",4942,FALSE,FALSE,NA,NA
"RT @IndivisibleTeam: TOMORROW is election day. It's not too late to sign up to phonebank with us tonight! Let's get out the vote and build…",FALSE,0,NA,2018-11-05 15:25:13,FALSE,NA,"1059466671507865600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",490,TRUE,FALSE,NA,NA
"RT @votolatino: Raul has a plan for #ElectionDay.

What's yours?

#SomosMas https://t.co/IkrNqgJSYQ",FALSE,0,NA,2018-11-05 15:24:59,FALSE,NA,"1059466613525749760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",329,TRUE,FALSE,NA,NA
"When you wake up Wednesday morning, will you know that you've done all you could have? 

There's still time to:

-… https://t.co/NlJFFQ5DSp",FALSE,19601,NA,2018-11-05 15:24:39,TRUE,NA,"1059466528633053186",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",6561,FALSE,FALSE,NA,NA
".@VotoLatino &amp; @Lyft are providing free rides to the polls in Arizona, California, Colorado, Georgia, Kansas, Flori… https://t.co/tWbyXL3kXd",FALSE,15922,NA,2018-11-04 16:26:17,TRUE,NA,"1059119653228814336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",11085,FALSE,FALSE,NA,NA
"Share this with any friends or family members who think their vote doesn't matter. https://t.co/kmwFxw4bIe",FALSE,21224,NA,2018-11-04 15:36:10,FALSE,NA,"1059107040721862656",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",9982,FALSE,FALSE,NA,NA
"RT @IndivisibleTeam: We're just two days out from election day! Have you signed up for a phonebanking shift yet? It's easy and fun! https:/…",FALSE,0,NA,2018-11-04 15:35:07,FALSE,NA,"1059106775226634240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",308,TRUE,FALSE,NA,NA
"We’ve seen GOP secretaries of state purge voter rolls and close voting sites. We should make it as easy as possible… https://t.co/7axUr2TLs1",FALSE,10097,NA,2018-11-03 18:21:00,TRUE,NA,"1058786135873409024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",4404,FALSE,FALSE,NA,NA
"However and wherever you choose to GOTV this weekend, thank you for getting in there! We'll win back our democracy if we work for it.",FALSE,6356,"HillaryClinton",2018-11-03 14:01:38,FALSE,"1058720860209643520","1058720861312745477","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",1371,FALSE,FALSE,NA,NA
".@SwingLeft's Academy has instructional videos covering everything you need to know before heading out to knock on… https://t.co/AwfXtAyV2Z",FALSE,3328,"HillaryClinton",2018-11-03 14:01:37,TRUE,"1058720859140116481","1058720860209643520","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",855,FALSE,FALSE,NA,NA
".@Resist_School has excellent trainings on canvassing best practices, including how to encourage someone to commit… https://t.co/PAU9d4myy6",FALSE,1222,"HillaryClinton",2018-11-03 14:01:37,TRUE,"1058720857718185985","1058720859140116481","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",512,FALSE,FALSE,NA,NA
".@ArenaSummit's campaign toolbox has trainings on organizing, storytelling, and GOTV—including how to have effectiv… https://t.co/DmRgMFUg5t",FALSE,1072,"HillaryClinton",2018-11-03 14:01:37,TRUE,"1058720856711618567","1058720857718185985","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",441,FALSE,FALSE,NA,NA
".@TrainDems provides free trainings to Democrats, staffers, and volunteers working on campaigns at every level arou… https://t.co/xD04rrNjYs",FALSE,1463,"HillaryClinton",2018-11-03 14:01:36,TRUE,"1058720855717539840","1058720856711618567","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",585,FALSE,FALSE,NA,NA
"Need some brushing up on your GOTV-ing skills before heading out for the last four days? Here are some tireless org… https://t.co/YOZFq2mf3d",FALSE,11072,NA,2018-11-03 14:01:36,TRUE,NA,"1058720855717539840",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3151,FALSE,FALSE,NA,NA
"Want to be inspired? Watch this remarkable ad before you go out and vote. https://t.co/PE7iG4wOHK",FALSE,6001,NA,2018-11-02 21:11:41,FALSE,NA,"1058466701979893760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",2166,FALSE,FALSE,NA,NA
"The deadline to make a public comment opposing indefinite detention of immigrant families is the same as another bi… https://t.co/iyCNZ4KNFh",FALSE,15303,NA,2018-11-02 18:08:57,TRUE,NA,"1058420713617530882",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",6356,FALSE,FALSE,NA,NA
"High school and college students of voting age are making a plan to march to the polls together next Tuesday. Make… https://t.co/v2qeWnEe9h",FALSE,31320,NA,2018-11-02 13:47:39,TRUE,NA,"1058354955025874944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",10914,FALSE,FALSE,NA,NA
"RT @votingwhileblk: Thank you, @michaelb4jordan for joining us in GA to remind Black voters how powerful we are! The truth is, Black famili…",FALSE,0,NA,2018-11-02 13:45:27,FALSE,NA,"1058354401218310146",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",1722,TRUE,FALSE,NA,NA
"RT @IndivisibleTeam: Our healthcare is on the ballot, and if we don't work to take back the House this November, this horror story could be…",FALSE,0,NA,2018-11-02 13:45:08,FALSE,NA,"1058354321690185728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",571,TRUE,FALSE,NA,NA
"RT @Leahgreenb: Love this. @dana_balter started out advocating to her member of Congress with @IndivisibleTeam guide. Soon she's going to b…",FALSE,0,NA,2018-11-02 13:44:51,FALSE,NA,"1058354251007774721",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",213,TRUE,FALSE,NA,NA
"Study after study shows that one of the best ways to get out the vote is to talk to potential voters in person the… https://t.co/841RbwjcLk",FALSE,11693,NA,2018-11-02 12:57:00,TRUE,NA,"1058342210557632512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3895,FALSE,FALSE,NA,NA
"It's more important than ever this week to remember the children who have still not been reunited with their famili… https://t.co/eilboW2DtU",FALSE,88633,NA,2018-11-01 14:07:16,TRUE,NA,"1057997506326552578",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",23652,FALSE,FALSE,NA,NA
"People are more likely to vote when their friends nudge them to vote. They're also more likely to vote when they ha… https://t.co/NTgzZ2sWxj",FALSE,69450,NA,2018-10-31 16:54:00,TRUE,NA,"1057677078848512000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",15268,FALSE,FALSE,NA,NA
"There's a concrete way you can help immigrant children and their families at the border today. 

The Trump administ… https://t.co/Y72CTkRAF7",FALSE,18432,NA,2018-10-31 13:54:45,TRUE,NA,"1057631966617526273",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",8192,FALSE,FALSE,NA,NA
"RT @latinovictoryus: Imagine if we all used our voice? Let's show the power of the Latinx vote.

Find your polling place. Let's do this. ht…",FALSE,0,NA,2018-10-31 13:19:03,FALSE,NA,"1057622984641384448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",535,TRUE,FALSE,NA,NA
"RT @IndivisibleTeam: Ready to head out and canvass this weekend to help build the #BlueWave? @smarino92 has some great tips ⬇️

Find a canv…",FALSE,0,NA,2018-10-31 13:18:50,FALSE,NA,"1057622930291605504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",270,TRUE,FALSE,NA,NA
"This thread has important information for Texans about using the state's electronic voting machines. Casting your b… https://t.co/wCBoevOKrZ",FALSE,14763,NA,2018-10-31 13:18:33,TRUE,NA,"1057622855754678272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",7697,FALSE,FALSE,NA,NA
"Our democracy is in crisis. In just one week, we as citizens have the chance to pull it back from the brink. 

Let'… https://t.co/W8nMcstXYy",FALSE,29173,NA,2018-10-30 14:31:35,TRUE,NA,"1057278848528797696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",9266,FALSE,FALSE,NA,NA
"Two states have voter registration deadlines today:

Connecticut: Deadline to register in person, by mail, or onlin… https://t.co/c43VpLJ8md",FALSE,9925,NA,2018-10-30 13:40:53,TRUE,NA,"1057266088940093440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",4538,FALSE,FALSE,NA,NA
"RT @TheDemocrats: They can’t vote, but you can. Watch our new campaign: ""Vote For Me."" #IWillVote https://t.co/TRfqY9WYpY",FALSE,0,NA,2018-10-29 17:29:17,FALSE,NA,"1056961181070643200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3548,TRUE,FALSE,NA,NA
"RT @runforsomething: Now, more than ever, we need leaders who understand the needs of minority communities and can work to provide equal tr…",FALSE,0,NA,2018-10-29 16:23:47,FALSE,NA,"1056944698357673985",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",405,TRUE,FALSE,NA,NA
"Make sure your friends and family in Washington state know that today is their last day to register to vote! All th… https://t.co/8OmBV3NeKY",FALSE,9154,NA,2018-10-29 15:49:25,TRUE,NA,"1056936049203650560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3824,FALSE,FALSE,NA,NA
"RT @hadiyafordupage: Our campaign for DuPage County Board District 4 was just endorsed by @HillaryClinton!

It's incredible to have our com…",FALSE,0,NA,2018-10-29 15:44:18,FALSE,NA,"1056934762261241857",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",482,TRUE,FALSE,NA,NA
"RT @TeamTram: I am honored to be endorsed by @HillaryClinton! I was proud to be the ONLY candidate endorsed in Massachusetts -- and 1 of 19…",FALSE,0,NA,2018-10-29 15:43:51,FALSE,NA,"1056934646120939520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",714,TRUE,FALSE,NA,NA
"RT @MariManoogian: #TeamMari is excited to announce that we received the endorsement of @HillaryClinton! We are one of just 19 @runforsomet…",FALSE,0,NA,2018-10-29 14:50:12,FALSE,NA,"1056921144228540416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",556,TRUE,FALSE,NA,NA
"I'm thrilled today to endorse 19 @runforsomething candidates. These thoughtful young people are committed to servin… https://t.co/YqpqVHkIOB",FALSE,13551,NA,2018-10-29 14:15:27,TRUE,NA,"1056912401210195968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",3700,FALSE,FALSE,NA,NA
"Governors set the tone and direction for their states. They’re also our last line of defense against some of the Tr… https://t.co/tt5DEsJBNa",FALSE,5787,"HillaryClinton",2018-10-29 13:15:34,TRUE,"1056897327192043521","1056897328634884103","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",1584,FALSE,FALSE,NA,NA
".@GretchenWhitmer never backs down from tackling the problems facing Michigan’s working families, and she was a key… https://t.co/zbvJqrwQby",FALSE,4870,"HillaryClinton",2018-10-29 13:15:33,TRUE,"1056897326046961664","1056897327192043521","1339835893","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HillaryClinton",1448,FALSE,FALSE,NA,NA
