Tweet,Candidate,rt,word
This election is over in 20 days—but the decision we make will affect our country for generations.  #DebateNight https://t.co/SfQM2FdOAr,Clinton,FALSE,#debatenight
#DebateNight https://t.co/CkUnCp2o0F,Clinton,FALSE,#debatenight
Got her back? #DebateNight https://t.co/GpNCJMEOGM,Clinton,FALSE,#debatenight
Can you say you stepped up when it counted most? Chip in before tonight's #debate to show you're on Hillary's team: https://t.co/3yjNk7jCv4,Clinton,FALSE,#debate
Follow @TheBriefing2016 during tonight's debate so you can help hold Trump accountable to the facts. RT to spread the word. #DebateNight,Clinton,FALSE,#debatenight
When it comes to policy plans there's no comparing Hillary and Trump. #DebateNight https://t.co/LbSCHp6bNM,Clinton,FALSE,#debatenight
Maybe there's a reason Donald Trump refuses to release a real plan to combat ISIS. #Debate https://t.co/5cEorgljt3,Clinton,FALSE,#debate
Do your part to hold Donald Trump to the truth. Follow @TheBriefing2016 during tonight's debate for live fact-checking. #Debates,Clinton,FALSE,#debates
Spoiler alert: He was actually wrong. #Debate https://t.co/EVaiJio993,Clinton,FALSE,#debate
A #debate preview that says it all. https://t.co/vnn4VMByLB,Clinton,FALSE,#debate
Tonight is the final presidential debate. RT this if you're with Hillary. #Debate https://t.co/a6IJYb1xCi,Clinton,FALSE,#debate
Grateful to everyone who performed and turned out at #BroadwayForHillary. A great reminder about how important it i… https://t.co/BnGOv2trkB,Clinton,FALSE,#broadwayforhillary
RT @BrynneCraig: Loved chatting with @BuffyWicks for the @TheRivetersPod about what's at stake in this election! #ImWithHer https://t.co/pj…,Clinton,TRUE,#imwithher
RT @harpersbazaarus: .@HillaryClinton kicks off BAZAAR's #WomenWhoDare issue with a powerful and inspiring essay about her mother: https://…,Clinton,TRUE,#womenwhodare
RT @Mariska: Thank you @ELLEmagazine for letting me share why #ImWithHer #StrongerTogether https://t.co/Xp5JoRVXPh,Clinton,TRUE,#imwithher
RT @Mariska: Thank you @ELLEmagazine for letting me share why #ImWithHer #StrongerTogether https://t.co/Xp5JoRVXPh,Clinton,TRUE,#strongertogether
RT @RaquelWillis_: If you need motivation to vote here's Beyoncé giving an impromptu word about #Election2016. https://t.co/78AaQDWkc3,Clinton,TRUE,#election2016
RT @Hillary_esp: Celebramos la trayectoria de Sonia Sotomayor una pionera que ha abierto el camino para muchos otros. #HispanicHeritageMon…,Clinton,TRUE,#hispanicheritagemon
"Change is possible but it doesn’t just depend on one person—it depends on all of us.” —@POTUS https://t.co/iWKBOE1i18 #StrongerTogether,10-14-2016 15:46:40,586,1369,false,786956397766385665",Clinton,FALSE,#strongertogether10142016
RT @HillaryforOH: HAPPENING NOW: @POTUS speaks at our #OHVotesEarly rally in Cleveland about what’s at stake in this election! Watch: https…,Clinton,TRUE,#ohvotesearly
“I want to be the president yes for Democrats but also for Republicans and Independents.” —Hillary in Colorado #StrongerTogether,Clinton,FALSE,#strongertogether
RT @omerizer: Doors opened at 8! Cleveland is voting early for Hillary! #OHHillYes #HRCle https://t.co/NVzdwvKIza,Clinton,TRUE,#ohhillyes
RT @omerizer: Doors opened at 8! Cleveland is voting early for Hillary! #OHHillYes #HRCle https://t.co/NVzdwvKIza,Clinton,TRUE,#hrcle
The Dispatch urges voters to elect Hillary Clinton. —@DispatchAlerts https://t.co/nR8Eo57KVr #OHVotesEarly,Clinton,FALSE,#ohvotesearly
RT @kendallybrown: I've been crying for the last 3 hours live tweeting #OHVotesEarly. We're really doing this guys. We're electing the fir…,Clinton,TRUE,#ohvotesearly
LGBT kids are perfect exactly the way they are. #BornPerfect https://t.co/FFylqTxG5b,Clinton,FALSE,#bornperfect
G’mar chatima tova to those celebrating #YomKippur. Wishing you a meaningful day and an easy fast. -H,Clinton,FALSE,#yomkippur
RT @tammybaldwin: I'm proud to serve as the first openly-gay Senator &amp; I encourage you to continue fighting for social justice for all #Nat…,Clinton,TRUE,#nat
RT @johnpodesta: We can fight climate change because our next president has a plan. @HillaryClinton #ImWithHer https://t.co/lazxsPm48W,Clinton,TRUE,#imwithher
RT @POTUS: On International #DayoftheGirl we remain committed to providing what we all want for our daughters: a future of limitless possi…,Clinton,TRUE,#dayofthegirl
Coming out often takes incredible courage. On #NationalComingOutDay let's honor that courage by showing LGBT Ameri… https://t.co/0CJwesashh,Clinton,FALSE,#nationalcomingoutday
Every girl—in every country—deserves to get an education and reach her dreams. Thank you @FLOTUS. https://t.co/1KhjnUAtLl #DayoftheGirl,Clinton,FALSE,#dayofthegirl
RT @tyleroakley: the new episode of #TheTylerOakleyShow is my favorite one yet. @HillaryClinton's running-mate @timkaine is the real deal!…,Clinton,TRUE,#thetyleroakleyshow
She won. https://t.co/b8lLNPWUiM #Debate https://t.co/C4MP8cPONF,Clinton,FALSE,#debate
RT @jes_chastain: Im very proud of @HillaryClinton tonight. It was a very uncomfortable debate. When he went low she went high. #imwithher…,Clinton,TRUE,#imwithher
RT @mic: Hillary Clinton won the second #debate mostly because Donald Trump totally implodedhttps://t.co/Vq6JLlRbGs https://t.co/rmEtk2tj…,Clinton,TRUE,#debate
RT @CecileRichards: I am so proud to stand with @HillaryClinton. She could not have been more poised or presidential. #SheWon #Debate #ImWi…,Clinton,TRUE,#shewon
RT @CecileRichards: I am so proud to stand with @HillaryClinton. She could not have been more poised or presidential. #SheWon #Debate #ImWi…,Clinton,TRUE,#debate
RT @CecileRichards: I am so proud to stand with @HillaryClinton. She could not have been more poised or presidential. #SheWon #Debate #ImWi…,Clinton,TRUE,#imwi
RT @GabbyGiffords: .@HillaryClinton showed tonight that she is the only candidate in this race who is prepared to be Commander-in-Chief. #d…,Clinton,TRUE,#d
Hillary won tonight. Chip in to help her win on November 8th: https://t.co/b8lLNPWUiM #Debate,Clinton,FALSE,#debate
RT this if you're prouder than ever to be on Hillary's team. https://t.co/2m8BhIu29H #DebateNight https://t.co/Nh6ScMF0B4,Clinton,TRUE,#debatenight
RT @TheBriefing2016: Donald Trump promises he'll revive steel manufacturing in the US. He himself doesn't always use US steel. #Debate  h…,Clinton,TRUE,#debate
The next president could appoint up to three Supreme Court justices.Will they protect Americans' rights or corporations'? #debate,Clinton,FALSE,#debate
Many people are saying Donald Trump doesn't have the discipline temperament or vision to be president. #debate,Clinton,FALSE,#debate
You did in fact say this. #debate https://t.co/WURWs6aJ5f,Clinton,FALSE,#debate
RT @TheBriefing2016: Donald Trump is already having an effect on our kids -- and he's only a candidate.Imagine him as President. #debat…,Clinton,TRUE,#debat
I will be a president for all of the people. —Donald Trump**Except women people of color LGBT people Muslims... #Debate,Clinton,FALSE,#debate
I know more about ISIS than the generals. —Donald Trump who clearly doesn't. #debate,Clinton,FALSE,#debate
RT @TheBriefing2016: Given whatever that was...shouldn't be surprising that this is Donald Trump's actual ISIS plan. #debate https://t.co/v…,Clinton,TRUE,#debate
RT @Refinery29: To recap: #debate https://t.co/wQM4Fqdkri,Clinton,TRUE,#debate
Four hundred pieces of legislation have Hillary Clinton's name on them.How many has Donald Trump passed? #debate,Clinton,FALSE,#debate
RT @TheBriefing2016: While Donald Trump was...being Donald Trump Hillary Clinton was fighting to get kids health care. #debate https://t.c…,Clinton,TRUE,#debate
Trump would give millionaires (like him) and billionaires the biggest tax cuts they’ve ever had. #Debate https://t.co/0HKJYTAdhz,Clinton,FALSE,#debate
Trump has gotten one thing right about the economy. #debate https://t.co/9MZcuwwDp5,Clinton,FALSE,#debate
"RT @TheBriefing2016: Trump would give his own family a $4 billion tax cut. Billion.With a ""b"". #debate https://t.co/dwWKAHkCZx",Clinton,TRUE,#debate
RT @TheBriefing2016: Think the Bush tax cuts didn't give enough money away to the super wealthy? You'll love the Trump tax cut. #debate h…,Clinton,TRUE,#debate
Donald always takes care of Donald and people like Donald. https://t.co/sSYRYr6xrG #debate,Clinton,FALSE,#debate
Ask yourself: Do you want the guy who lost a billion dollars in one year—running a casino!—to run the U.S. economy? #debate,Clinton,FALSE,#debate
RT @timkaine: Donald—you can’t show us your plans because you have none. #Debate,Clinton,TRUE,#debate
Donald Trump was not against the war in Iraq. #debate https://t.co/bXwhbDrVoc,Clinton,FALSE,#debate
Our vision for America is a country where everyone has a place including of course Muslim Americans. #Debate https://t.co/rcu3nLvpTQ,Clinton,FALSE,#debate
RT @TheBriefing2016: This Muslim ban is...literally still on Donald Trump's website right now. #Debate https://t.co/WKJcZLvPrQ https://t.co…,Clinton,TRUE,#debate
"RT @TheBriefing2016: Donald Trump's healthcare plan: ""something terrific.""That's it.Seriously. It's gonna be so good. #Debatehttp…",Clinton,TRUE,#debatehttp
RT @TheBriefing2016: FACT: Trump's health care plans would take health insurance away from 21 million Americans. #debate https://t.co/XzpoV…,Clinton,TRUE,#debate
Americans deserve a real plan to expand access to health care and get costs down. https://t.co/6J5vpfTxhs #debate,Clinton,FALSE,#debate
RT this to make sure everyone you know is registered to vote: https://t.co/tTgeqxNqYm #Debate https://t.co/BKCSA2wipR,Clinton,TRUE,#debate
If Hillary tried to fact-check Donald in real time she wouldn't have time for anything else. So here: https://t.co/NLPH8sbAGn #debate,Clinton,FALSE,#debate
RT @timkaine: Trust me; what we’re hearing from Donald isn’t just “locker room” talk—it’s demeaning and it’s wrong. #Debate,Clinton,TRUE,#debate
“I want to send a message: America is already great but we are great because we are good.” #Debate https://t.co/Wt3N4eF5gY,Clinton,FALSE,#debate
RT @TheBriefing2016: Donald Trump's pattern of behavior with women as described by Donald Trump...decades ago. #debate https://t.co/wcTrAB…,Clinton,TRUE,#debate
I have great respect for women. —@realDonaldTrump who said all of these things. #Debate https://t.co/BsW2pUz0hC,Clinton,FALSE,#debate
We are going to respect each other lift each other up and celebrate our diversity. #Debate #StrongerTogether https://t.co/M6vKxhwPWZ,Clinton,FALSE,#debate
We are going to respect each other lift each other up and celebrate our diversity. #Debate #StrongerTogether https://t.co/M6vKxhwPWZ,Clinton,FALSE,#strongertogether
If we work together—if we overcome the divisiveness that sometimes sets Americans against one another—there's nothing we can't do. #Debate,Clinton,FALSE,#debate
Let's go. #Debate https://t.co/HD3ZVJ9xl8,Clinton,FALSE,#debate
Fighting for all the good she can in all the ways she can for as long as ever she can. #Debate https://t.co/0I9JI4BYEy,Clinton,FALSE,#debate
Remember. #Debate https://t.co/rlMbTt5WwY,Clinton,FALSE,#debate
Get all the latest updates from tonight's debate straight to your phone. #Debate https://t.co/R4HPhwxx2O,Clinton,FALSE,#debate
At tonight's debate Janelle will be in the audience cheering on her friend Hillary. #Debate https://t.co/wdBlj2HLAH,Clinton,FALSE,#debate
It's time to hold Trump accountable to the facts. Follow @TheBriefing2016 during tonight's debate to help spread the word. #Debates,Clinton,FALSE,#debates
RT @UncleRUSH: Those of us who are compassionate need to put someone in office who will take care of those of us who are less fortunate. #I…,Clinton,TRUE,#i
"RT @PPact: ""Why don't you trust women to make this choice for themselves?"" - @timkaine We couldn't have said it better ourselves. #PinkOu…",Clinton,TRUE,#pinkou
RT @leedanielsent: #Iwillvote https://t.co/N6LhWblUt5 @HillaryClinton https://t.co/62YhZ2I39R,Clinton,TRUE,#iwillvote
Hurricane #Matthew is a major storm. I urge everyone to follow emergency instructions and evacuate if you're told t… https://t.co/JmPvW8uON0,Clinton,FALSE,#matthew
"If by ""nonsense"" you mean ""a cruel and absurd plan that will never happen"" we agree. #VPDebate https://t.co/KBU6xJVqh0",Clinton,FALSE,#vpdebate
RT @WhiteHouse: “This gives us the best possible shot to save the one planet we’ve got” —@POTUS on the #ParisAgreement   https://t.co/pOZN7…,Clinton,TRUE,#parisagreement
"Mike Pence's #VPDebate strategy seemed to be ""if you close your eyes Trump doesn't exist."" https://t.co/VM4CuglV89",Clinton,FALSE,#vpdebate
On #WorldTeachersDay it's not enough to appreciate teachers. We have to support them like America's future is in t… https://t.co/0M06Aiid1E,Clinton,FALSE,#worldteachersday
RT @HuffingtonPost: Tim Kaine schooled Mike Pence on abortion at the #VPDebate https://t.co/AoaZ9L6e9W https://t.co/Ht84kr2nDx,Clinton,TRUE,#vpdebate
10 times Pence shrugged off or straight-up lied about what Trump has said and done at the #VPDebate: https://t.co/IV9uWHLT5x,Clinton,FALSE,#vpdebate
RT @NRA: The choice is pretty simple...  #VPDebate https://t.co/Xikq1GBdlm,Clinton,TRUE,#vpdebate
In Mike Pence's defense we wouldn't want to defend Donald Trump either. #VPDebate https://t.co/Z2jV6FNzFl,Clinton,FALSE,#vpdebate
At the #VPDebate Mike Pence tried really really hard to deny pretty much everything Donald Trump has said and don… https://t.co/lGHSMcEWpF,Clinton,FALSE,#vpdebate
The headline says it all. https://t.co/mMCFxUuwvq #VPdebate,Clinton,FALSE,#vpdebate
Lucky to have a partner like @TimKaine who stood up for our shared vision tonight—instead of trying to deny it. #VPDebate,Clinton,FALSE,#vpdebate
RT @timkaine: Let's show the world that we're standing together. Chip in now: https://t.co/MXUeo6Jwxa #VPDebate https://t.co/kCmymMxz7d,Clinton,TRUE,#vpdebate
RT @BarbaraBoxer: The trust of women IS the issue. Pence and Trump don't trust women. Hillary Clinton and Tim Kaine do. #VPdebate,Clinton,TRUE,#vpdebate
Seems like Pence forgot a lot of the things Trump has been saying throughout his campaign! Here to help: https://t.co/NLPH8sbAGn #VPDebate,Clinton,FALSE,#vpdebate
RT @sean_p_thomas: Winner- @timkaine. More honesty more facts. Fierce advocate for his running mate. #Pence wouldn't touch Donald with 10…,Clinton,TRUE,#pence
RT @jessetyler: My takeaway of the #VPDebate: Pence is asking Americans to get behind a candidate who's words he himself can not defend.,Clinton,TRUE,#vpdebate
Couldn't be prouder of @TimKaine. Pitch in $5 now to make sure he becomes our next vice president: https://t.co/VAeZibDu26 #VPDebate,Clinton,FALSE,#vpdebate
RT @CecileRichards: Thank you @timkaine for standing with women. Trump/Pence would send #reprorights back decades.  #VPDebate,Clinton,TRUE,#reprorights
RT @CecileRichards: Thank you @timkaine for standing with women. Trump/Pence would send #reprorights back decades.  #VPDebate,Clinton,TRUE,#vpdebate
RT this if you're proud to be on this team—all the way to the White House. https://t.co/e2JhKeJ3MC #VPDebate https://t.co/7GonEc0R2B,Clinton,TRUE,#vpdebate
RT @FrankieJGrande: I ❤️ @timkaine. He's intelligent strong &amp; he supports gay rights. There's no option here... #VPDebate #ImWithTim #ImWi…,Clinton,TRUE,#vpdebate
RT @FrankieJGrande: I ❤️ @timkaine. He's intelligent strong &amp; he supports gay rights. There's no option here... #VPDebate #ImWithTim #ImWi…,Clinton,TRUE,#imwithtim
RT @FrankieJGrande: I ❤️ @timkaine. He's intelligent strong &amp; he supports gay rights. There's no option here... #VPDebate #ImWithTim #ImWi…,Clinton,TRUE,#imwi
We trust American women.Thank you @TimKaine. #VPDebate,Clinton,FALSE,#vpdebate
RT @TheBriefing2016: .@ClintonFdn spends 87% of its funds directly on charity. See for yourself: #VPDebate https://t.co/s9p756N0B0 https:…,Clinton,TRUE,#vpdebate
Actually @mike_pence your running mate did say that. https://t.co/qtAiHWDqsr #VPDebate https://t.co/youtybAqic,Clinton,FALSE,#vpdebate
Tim Kaine is right: We should stop praising Putin. #VPDebate https://t.co/OVMdxGT736,Clinton,FALSE,#vpdebate
RT @timkaine: “How can you support the troops if you won’t pay taxes?” —Tim #VPDebate https://t.co/GGKa5Iy82m,Clinton,TRUE,#vpdebate
Mike Pence claiming that Trump supports our troops and veterans when he insults them and probably doesn't pay taxes is laughable. #VPDebate,Clinton,FALSE,#vpdebate
"Wonder if Trump has shown Pence his ""secret plan"" to defeat ISIS. We’re still waiting. #VPDebate https://t.co/zxjpFcmzzf",Clinton,FALSE,#vpdebate
RT @TheBriefing2016: Here's everything Mike Pence and Donald Trump have offered on defeating ISIS. #VPDebate https://t.co/oSIsPPoOye,Clinton,TRUE,#vpdebate
"RT @timkaine: ""Donald Trump can’t start a Twitter war with Miss Universe without shooting himself in the foot.” —Tim #VPDebate",Clinton,TRUE,#vpdebate
Yes Trump and Pence are running an insult-driven campaign.Donald's literally doing it right now. #VPDebatehttps://t.co/VZeBQ85nyH,Clinton,FALSE,#vpdebatehttpstcovzebq85nyh
.@timkaine just reminded Mike Pence of the bigoted things Trump has said about millions of Americans—and Pence couldn't defend it. #VPDebate,Clinton,FALSE,#vpdebate
Implicit bias is real. It hurts Americans. Anyone who'd outright deny its existence is unfit for the White House. #VPDebate,Clinton,FALSE,#vpdebate
When Mike Pence says he and Donald Trump won't raise taxes he's lying. https://t.co/EZhrqmjfOF #VPDebate,Clinton,FALSE,#vpdebate
"The policies of this administration have driven this economy into a ditch.” —PenceNope. #VPDebate https://t.co/nuvHJ8FSoc,10-05-2016 01:30:36,4684,7155,false,783479468170043392",Clinton,FALSE,#vpdebate
"TweetDeck,RT @TheBriefing2016: Donald Trump thinks this is smart."" If you pay taxes what does he think of you? #VPDebate https://t.co/hbJOOR1UP3",Clinton,FALSE,#vpdebate
Reminder: Donald Trump may not have paid any federal income taxes for 18 years but wants to give his family a $4 billion tax cut. #VPDebate,Clinton,FALSE,#vpdebate
Hillary Clinton and Tim Kaine want to build on Obamacare. —Mike PenceFact check: True. #VPDebate,Clinton,FALSE,#vpdebate
RT @timkaine: .@Mike_Pence if you wanted a refresher on Hillary’s accomplishments as Secretary of State. #VPDebate https://t.co/WqbWQ4S36m,Clinton,TRUE,#vpdebate
"The theme of the night: ""I can't imagine how Governor Pence can defend...Donald Trump."" —@timkaine #VPDebate https://t.co/lbR6kkXcSy",Clinton,FALSE,#vpdebate
RT @timkaine: “We trust her with the most important thing in our life: We have a son deployed overseas” —Tim on Hillary #VPDebate  https://…,Clinton,TRUE,#vpdebate
I can't imagine how Governor Pence can defend the insult-driven selfish me-first style of Donald Trump. —@TimKaine #VPDebate,Clinton,FALSE,#vpdebate
Thanks for the kind words Mike. #VPDebate https://t.co/DfObNG1PM3,Clinton,FALSE,#vpdebate
RT @timkaine: Ready. #VPDebate https://t.co/tiMgo9pmqC,Clinton,TRUE,#vpdebate
RT to let @TimKaine know you've got his back tonight. #VPDebate https://t.co/XzjUE0cfnp,Clinton,TRUE,#vpdebate
RT @JoeBiden: One thing's clear: @TimKaine and Hillary have hardworking Americans' backs. The VP's office is in good hands. –Joe #VPDebate,Clinton,TRUE,#vpdebate
RT @timkaine: You're never too old to invite your parents to your #VPDebate. Tune in to watch at 9pm ET. https://t.co/BZeq351Quf,Clinton,TRUE,#vpdebate
If you're on @TimKaine's team tonight chip in before the #VPDebate to let him know: https://t.co/7IwGS5Olfw https://t.co/LygySSk4i8,Clinton,FALSE,#vpdebate
Number of times Trump has tweeted at @Rosie: 65Number of times Trump has tweeted in support of Mike Pence his running mate: 21 #VPDebate,Clinton,FALSE,#vpdebate
"Twitter Web Client,RT @timkaine: My message to Donald Trump and Mike Pence. #VPDebate https://t.co/UhQUfzIEHu,10-04-2016 16:00:34,5245,0,true,783336015972986880",Clinton,FALSE,#vpdebate
"TweetDeck,8 things you should know about @TimKaine before tonight's debate. https://t.co/bVPD6d4AD9 #VPDebate,10-04-2016 15:00:10,891,2248,false,783320814477279234",Clinton,FALSE,#vpdebate10042016
Mike Pence: a divisive anti-woman anti-LGBT anti-worker extremist. No wonder Trump picked him. #VPDebate https://t.co/icAN1P5DN2,Clinton,FALSE,#vpdebate
RT @mayaharris_: We must ensure access to safe and legal abortion for all women—not just in principle but in practice. #BeBoldEndHyde https…,Clinton,TRUE,#beboldendhyde
RT @AppleMusic: Get #The411 now.@MaryJBlige &amp; @HillaryClinton speak candidly. Watch here:https://t.co/hbaWqf27NP https://t.co/Q5mU7SowdQ,Clinton,TRUE,#the411
"TweetDeck,We can’t do any of these things without your help.Our future is on the ballot.Let's prove that #LoveTrumpsHate: https://t.co/tTgeqxNqYm,09-29-2016 18:39:04,523,1517,false,781563964803211264",Clinton,FALSE,#lovetrumpshate
RT @HillaryforIA: When Ruline Steininger was born women couldn't vote. Today at 103 she's #WithHerFirst. https://t.co/Li3O17uGRV,Clinton,TRUE,#withherfirst
RT @Sia: #ImWithHer #Stamina #TheGreatest https://t.co/8b1LHc0dN8,Clinton,TRUE,#imwithher
RT @Sia: #ImWithHer #Stamina #TheGreatest https://t.co/8b1LHc0dN8,Clinton,TRUE,#stamina
RT @Sia: #ImWithHer #Stamina #TheGreatest https://t.co/8b1LHc0dN8,Clinton,TRUE,#thegreatest
So we continue like that or change? #ChooseLaFrance pic.twitter.com/E4Cca0fU8D|#ChooseLaFrance|958|3176|4300,Le Pen,FALSE,#chooselafrance
"Sunday, choose France! #ChooseLaFrance pic.twitter.com/WFAkS3CNby|#ChooseLaFrance|1555|4732|8051",Le Pen,FALSE,#chooselafrance
Tribute to #Furiani's victims - out of respect and in their memory no more matches should be played on May 5th. MLP | #Furiani | 183 | 1010 | 2141,Le Pen,FALSE,#furianis
Tribute to #Furiani's victims - out of respect and in their memory no more matches should be played on May 5th. MLP | #Furiani | 183 | 1010 | 2141,Le Pen,FALSE,#furiani
With @GillesPennelle I visited yesterday a big French company of Transport in #DolDeBrittany: #ChooseLaFrance pic.twitter.com/922zyeMR16|#DolDeBrittany #ChooseLaFrance | 187 | 780 | 1454,Le Pen,FALSE,#doldebrittany
With @GillesPennelle I visited yesterday a big French company of Transport in #DolDeBrittany: #ChooseLaFrance pic.twitter.com/922zyeMR16|#DolDeBrittany #ChooseLaFrance | 187 | 780 | 1454,Le Pen,FALSE,#chooselafrance
With @GillesPennelle I visited yesterday a big French company of Transport in #DolDeBrittany: #ChooseLaFrance pic.twitter.com/922zyeMR16|#DolDeBrittany #ChooseLaFrance | 187 | 780 | 1454,Le Pen,FALSE,#chooselafrance
I was this morning #RTLMatin's guest on @RTLFrance: https://www.facebook.com/MarineLePen/videos/1740135406002776/Â - #ChooseLaFrance pic.twitter.com/T6P0pbmAXN|# RTLMatin #ChoisirLaFrance | 102 | 535 | 1046,Le Pen,FALSE,#rtlmatins
I was this morning #RTLMatin's guest on @RTLFrance: https://www.facebook.com/MarineLePen/videos/1740135406002776/Â - #ChooseLaFrance pic.twitter.com/T6P0pbmAXN|# RTLMatin #ChoisirLaFrance | 102 | 535 | 1046,Le Pen,FALSE,#chooselafrance
I was this morning #RTLMatin's guest on @RTLFrance: https://www.facebook.com/MarineLePen/videos/1740135406002776/Â - #ChooseLaFrance pic.twitter.com/T6P0pbmAXN|# RTLMatin #ChoisirLaFrance | 102 | 535 | 1046,Le Pen,FALSE,#choisirlafrance
"The choice of Mr. #Macron would lead to the dissolution of our country: migratory flooding social ravage ... """" #RTLMatin ""| #Macron #RTLMatin | 239 | 1150 | 1903",Le Pen,FALSE,#macron
"The choice of Mr. #Macron would lead to the dissolution of our country: migratory flooding social ravage ... """" #RTLMatin ""| #Macron #RTLMatin | 239 | 1150 | 1903",Le Pen,FALSE,#rtlmatin
"The choice of Mr. #Macron would lead to the dissolution of our country: migratory flooding social ravage ... """" #RTLMatin ""| #Macron #RTLMatin | 239 | 1150 | 1903",Le Pen,FALSE,#macron
"The choice of Mr. #Macron would lead to the dissolution of our country: migratory flooding social ravage ... """" #RTLMatin ""| #Macron #RTLMatin | 239 | 1150 | 1903",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron refuses for electoralist reasons to give us the name of his eventual Prime Minister. """" #RTLMatin ""| #Macron #RTLMatin | 232 | 877 | 1544",Le Pen,FALSE,#macron
"Emmanuel #Macron refuses for electoralist reasons to give us the name of his eventual Prime Minister. """" #RTLMatin ""| #Macron #RTLMatin | 232 | 877 | 1544",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron refuses for electoralist reasons to give us the name of his eventual Prime Minister. """" #RTLMatin ""| #Macron #RTLMatin | 232 | 877 | 1544",Le Pen,FALSE,#macron
"Emmanuel #Macron refuses for electoralist reasons to give us the name of his eventual Prime Minister. """" #RTLMatin ""| #Macron #RTLMatin | 232 | 877 | 1544",Le Pen,FALSE,#rtlmatin
"I will revalue the small pensions. The situation of our retirees is not up to the size of our nation. """" #RTLMatin ""| #RTLMatin | 74 | 609 | 1231",Le Pen,FALSE,#rtlmatin
"I will revalue the small pensions. The situation of our retirees is not up to the size of our nation. """" #RTLMatin ""| #RTLMatin | 74 | 609 | 1231",Le Pen,FALSE,#rtlmatin
"I will come back gradually to the possibility for the French to retire at 60 with 40 years. """" #RTLMatin ""| #RTLMatin | 69 | 493 | ​​1033",Le Pen,FALSE,#rtlmatin
"I will come back gradually to the possibility for the French to retire at 60 with 40 years. """" #RTLMatin ""| #RTLMatin | 69 | 493 | ​​1033",Le Pen,FALSE,#rtlmatin
"With the rules of the European Union banks will be able to tap into the accounts of the savers to bail out! """" #RTLMatin ""| #RTLMatin | 94 | 641 | 993",Le Pen,FALSE,#rtlmatin
"With the rules of the European Union banks will be able to tap into the accounts of the savers to bail out! """" #RTLMatin ""| #RTLMatin | 94 | 641 | 993",Le Pen,FALSE,#rtlmatin
"Mastering our currency allows us to control our economy and thus avoid the catastrophe of mass unemployment. """" #RTLMatin ""| #RTLMatin | 69 | 511 | 950",Le Pen,FALSE,#rtlmatin
"Mastering our currency allows us to control our economy and thus avoid the catastrophe of mass unemployment. """" #RTLMatin ""| #RTLMatin | 69 | 511 | 950",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron participated in the five-year Holland I recalled it during this campaign. """" #RTLMatin ""| #Macron #RTLMatin | 141 | 569 | 1070",Le Pen,FALSE,#macron
"Emmanuel #Macron participated in the five-year Holland I recalled it during this campaign. """" #RTLMatin ""| #Macron #RTLMatin | 141 | 569 | 1070",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron participated in the five-year Holland I recalled it during this campaign. """" #RTLMatin ""| #Macron #RTLMatin | 141 | 569 | 1070",Le Pen,FALSE,#macron
"Emmanuel #Macron participated in the five-year Holland I recalled it during this campaign. """" #RTLMatin ""| #Macron #RTLMatin | 141 | 569 | 1070",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron is the candidate of the elites of the oligarchy of great private interests. It will aggravate the situation of the people. """" #RTLMatin ""| #Macron #RTLMatin | 173 | 925 | 1552",Le Pen,FALSE,#macron
"Emmanuel #Macron is the candidate of the elites of the oligarchy of great private interests. It will aggravate the situation of the people. """" #RTLMatin ""| #Macron #RTLMatin | 173 | 925 | 1552",Le Pen,FALSE,#rtlmatin
"Emmanuel #Macron is the candidate of the elites of the oligarchy of great private interests. It will aggravate the situation of the people. """" #RTLMatin ""| #Macron #RTLMatin | 173 | 925 | 1552",Le Pen,FALSE,#macron
"Emmanuel #Macron is the candidate of the elites of the oligarchy of great private interests. It will aggravate the situation of the people. """" #RTLMatin ""| #Macron #RTLMatin | 173 | 925 | 1552",Le Pen,FALSE,#rtlmatin
"There are two projects of society: mine which is a project of protection and the project of demarcation of Mr. #Macron. """" #RTLMatin ""| #Macron #RTLMatin | 53 | 461 | 891",Le Pen,FALSE,#macron
"There are two projects of society: mine which is a project of protection and the project of demarcation of Mr. #Macron. """" #RTLMatin ""| #Macron #RTLMatin | 53 | 461 | 891",Le Pen,FALSE,#rtlmatin
"There are two projects of society: mine which is a project of protection and the project of demarcation of Mr. #Macron. """" #RTLMatin ""| #Macron #RTLMatin | 53 | 461 | 891",Le Pen,FALSE,#macron
"There are two projects of society: mine which is a project of protection and the project of demarcation of Mr. #Macron. """" #RTLMatin ""| #Macron #RTLMatin | 53 | 461 | 891",Le Pen,FALSE,#rtlmatin
"Violence is in Mr. #Macron's project. It's a program of social destruction. """" #RTLMatin ""| #Macron #RTLMatin | 79 | 693 | 1131",Le Pen,FALSE,#macrons
"Violence is in Mr. #Macron's project. It's a program of social destruction. """" #RTLMatin ""| #Macron #RTLMatin | 79 | 693 | 1131",Le Pen,FALSE,#rtlmatin
"Violence is in Mr. #Macron's project. It's a program of social destruction. """" #RTLMatin ""| #Macron #RTLMatin | 79 | 693 | 1131",Le Pen,FALSE,#macron
